Country,Year,Age,AgeTo,Schooling,Primary,Primary,Secondary,Secondary,Tertiary,Tertiary,Avg. Years,Avg. Years Primary, Avg. Years Secondary,Avg. Years Tertiary,Populaition,Region 
,1990,35,39,2.3,42.7,40.7,47.3,27.9,7.8,5.4,9.82,7.74,1.81,0.26,181,Europe and Central Asia
,1990,40,44,2.3,42.7,40.7,47.3,27.9,7.8,5.4,9.82,7.74,1.81,0.26,155,Europe and Central Asia
,1990,45,49,9.3,60.0,54.1,26.3,11.9,4.4,2.9,8.10,7.02,0.94,0.15,131,Europe and Central Asia
,1990,50,54,9.3,60.0,54.1,26.3,11.9,4.4,2.9,8.10,7.02,0.94,0.15,151,Europe and Central Asia
,1990,55,59,24.2,57.6,46.1,16.1,5.5,2.1,1.3,6.19,5.60,0.52,0.07,158,Europe and Central Asia
,1990,60,64,23.6,61.8,49.5,12.8,4.4,1.8,1.2,6.09,5.62,0.42,0.06,145,Europe and Central Asia
,1990,65,69,33.7,55.9,42.4,9.3,2.5,1.1,0.7,5.08,4.76,0.28,0.04,130,Europe and Central Asia
,1990,70,74,33.7,55.9,42.4,9.3,2.5,1.1,0.7,5.08,4.76,0.28,0.04,65,Europe and Central Asia
,1990,75,+,33.7,55.9,37.6,9.3,1.9,1.1,0.7,4.87,4.57,0.27,0.04,137,Europe and Central Asia
,1990,25,+,14.5,49.0,42.1,31.7,14.9,4.9,3.2,7.86,6.57,1.13,0.16,1582,Europe and Central Asia
,1990,15,+,12.5,49.3,43.0,34.0,16.0,4.3,2.5,7.88,6.48,1.26,0.14,1881,Europe and Central Asia
,,,,,,,,,,,,,,,,
,1995,15,19,3.2,64.8,64.8,30.3,5.5,1.7,0.3,5.48,3.87,1.57,0.04,159,Europe and Central Asia
,1995,20,24,0.3,13.0,11.3,72.5,57.0,14.3,6.3,10.69,3.96,6.32,0.41,153,Europe and Central Asia
,1995,25,29,0.9,18.4,16.1,75.0,59.0,5.7,3.6,10.93,7.84,2.91,0.18,156,Europe and Central Asia
,1995,30,34,1.2,24.6,22.7,63.4,45.1,10.9,7.0,10.79,7.83,2.60,0.36,170,Europe and Central Asia
,1995,35,39,1.2,24.6,22.7,63.4,45.1,10.9,7.6,10.80,7.83,2.60,0.37,178,Europe and Central Asia
,1995,40,44,2.1,36.6,34.8,52.1,30.7,9.3,6.5,10.11,7.77,2.03,0.32,175,Europe and Central Asia
,1995,45,49,2.1,36.6,34.8,52.1,30.7,9.3,6.3,10.11,7.77,2.03,0.31,160,Europe and Central Asia
,1995,50,54,8.5,54.4,49.1,31.6,14.3,5.5,3.7,8.43,7.11,1.14,0.18,128,Europe and Central Asia
,1995,55,59,8.6,54.8,49.4,31.3,14.2,5.4,3.4,8.40,7.10,1.13,0.18,160,Europe and Central Asia
,1995,60,64,22.4,54.9,44.0,20.2,6.9,2.5,1.6,6.50,5.77,0.64,0.08,163,Europe and Central Asia
,1995,65,69,22.0,58.7,41.7,17.1,4.5,2.2,1.4,6.15,5.56,0.52,0.07,145,Europe and Central Asia
,1995,70,74,30.0,53.3,33.6,15.0,2.9,1.7,1.1,5.30,4.81,0.43,0.06,117,Europe and Central Asia
,1995,75,+,30.0,53.3,29.8,15.0,2.2,1.7,1.1,5.13,4.66,0.41,0.06,128,Europe and Central Asia
,1995,25,+,10.6,41.6,35.1,41.5,20.6,6.3,4.1,8.59,6.89,1.49,0.21,1680,Europe and Central Asia
,1995,15,+,9.2,41.3,35.4,43.0,21.2,6.5,3.9,8.47,6.47,1.79,0.21,1992,Europe and Central Asia
,,,,,,,,,,,,,,,,
,2000,15,19,5.0,46.6,46.5,44.5,9.0,3.9,0.7,6.35,3.80,2.45,0.09,151,Europe and Central Asia
,2000,20,24,0.3,7.4,6.0,65.6,57.5,26.7,11.8,11.79,3.96,7.06,0.77,153,Europe and Central Asia
,2000,25,29,0.3,13.0,11.3,72.5,57.0,14.3,9.1,10.75,3.96,6.32,0.47,148,Europe and Central Asia
,2000,30,34,0.8,13.6,11.9,75.1,59.1,10.5,6.8,11.32,7.87,3.10,0.35,151,Europe and Central Asia
,2000,35,39,1.1,18.7,17.3,67.5,48.0,12.8,9.0,11.12,7.86,2.82,0.44,164,Europe and Central Asia
,2000,40,44,1.1,18.7,17.3,67.5,48.0,12.8,9.0,11.11,7.86,2.82,0.43,172,Europe and Central Asia
,2000,45,49,1.8,29.1,27.7,57.9,34.2,11.2,7.6,10.46,7.80,2.29,0.38,168,Europe and Central Asia
,2000,50,54,1.8,29.1,27.7,57.9,34.2,11.2,7.6,10.47,7.80,2.29,0.38,153,Europe and Central Asia
,2000,55,59,7.5,47.6,43.0,38.0,17.2,6.8,4.3,8.82,7.21,1.38,0.22,121,Europe and Central Asia
,2000,60,64,7.6,48.4,43.7,37.3,16.9,6.7,4.4,8.77,7.20,1.35,0.22,150,Europe and Central Asia
,2000,65,69,20.1,51.7,41.4,25.2,8.7,3.0,1.9,6.87,5.98,0.80,0.10,148,Europe and Central Asia
,2000,70,74,19.6,53.6,38.1,23.9,6.2,2.9,1.9,6.63,5.81,0.72,0.10,125,Europe and Central Asia
,2000,75,+,25.4,49.9,31.5,22.2,4.4,2.5,1.6,5.95,5.23,0.63,0.08,158,Europe and Central Asia
,2000,25,+,7.6,33.1,28.5,50.5,27.4,8.8,5.9,9.26,6.89,2.08,0.29,1658,Europe and Central Asia
,2000,15,+,6.8,32.1,27.9,51.2,27.8,9.8,6.0,9.19,6.44,2.43,0.32,1962,Europe and Central Asia
,,,,,,,,,,,,,,,,
,2005,15,19,4.9,23.3,22.2,64.7,13.9,7.1,1.3,9.59,7.56,1.86,0.17,139,Europe and Central Asia
,2005,20,24,0.5,0.5,0.4,65.4,60.9,33.7,14.9,12.70,3.98,7.75,0.97,154,Europe and Central Asia
,2005,25,29,0.3,7.4,6.0,65.6,57.5,26.7,17.0,11.89,3.96,7.06,0.87,156,Europe and Central Asia
,2005,30,34,0.4,7.4,6.4,73.8,58.0,18.5,11.9,11.33,3.97,6.75,0.61,151,Europe and Central Asia
,2005,35,39,0.6,7.8,6.7,75.2,59.1,16.5,11.6,11.81,7.91,3.34,0.56,154,Europe and Central Asia
,2005,40,44,0.9,11.6,10.7,72.4,51.5,15.1,10.6,11.49,7.89,3.08,0.51,167,Europe and Central Asia
,2005,45,49,0.9,11.6,10.7,72.4,51.5,15.1,10.2,11.48,7.89,3.08,0.51,174,Europe and Central Asia
,2005,50,54,1.5,20.0,19.0,65.1,38.4,13.5,9.2,10.90,7.84,2.61,0.45,170,Europe and Central Asia
,2005,55,59,1.5,20.0,19.0,65.1,38.4,13.5,8.6,10.89,7.84,2.61,0.44,153,Europe and Central Asia
,2005,60,64,6.3,39.4,35.6,45.9,20.8,8.5,5.5,9.30,7.35,1.67,0.28,119,Europe and Central Asia
,2005,65,69,6.5,40.7,36.7,44.6,20.2,8.2,5.3,9.22,7.32,1.63,0.27,144,Europe and Central Asia
,2005,70,74,16.9,46.1,36.9,33.2,11.4,3.8,2.5,7.45,6.28,1.04,0.13,136,Europe and Central Asia
,2005,75,+,18.4,46.1,32.8,31.9,8.3,3.6,2.3,7.06,6.00,0.95,0.12,200,Europe and Central Asia
,2005,25,+,5.0,23.2,20.2,58.8,35.1,13.0,8.6,10.07,6.81,2.83,0.43,1724,Europe and Central Asia
,2005,15,+,4.7,21.4,18.7,59.7,35.6,14.2,8.7,10.15,6.66,3.04,0.46,2017,Europe and Central Asia
,,,,,,,,,,,,,,,,
,2010,15,19,0.3,1.8,1.7,87.2,19.3,10.7,2.0,9.35,3.99,5.12,0.25,129,Europe and Central Asia
,2010,20,24,0.3,0.4,0.3,63.9,61.2,35.5,15.7,12.92,7.97,3.92,1.02,140,Europe and Central Asia
,2010,25,29,0.5,0.5,0.4,65.4,60.9,33.7,21.4,12.83,3.98,7.75,1.10,156,Europe and Central Asia
,2010,30,34,0.4,0.6,0.5,67.2,58.9,31.8,20.5,12.62,3.98,7.59,1.05,158,Europe and Central Asia
,2010,35,39,0.5,0.6,0.5,75.3,59.2,23.7,16.7,12.06,3.98,7.27,0.81,152,Europe and Central Asia
,2010,40,44,0.5,0.6,0.5,75.3,59.2,23.7,16.6,12.40,7.96,3.64,0.81,155,Europe and Central Asia
,2010,45,49,0.7,2.9,2.7,78.5,55.8,18.0,12.2,11.94,7.94,3.40,0.60,167,Europe and Central Asia
,2010,50,54,0.7,2.9,2.7,78.5,55.8,18.0,12.2,11.94,7.94,3.40,0.60,174,Europe and Central Asia
,2010,55,59,1.2,8.9,8.4,73.7,43.5,16.2,10.3,11.41,7.89,2.99,0.53,168,Europe and Central Asia
,2010,60,64,1.2,8.9,8.4,73.7,43.5,16.2,10.6,11.42,7.89,2.99,0.54,149,Europe and Central Asia
,2010,65,69,4.8,29.4,26.5,55.4,25.1,10.5,6.8,9.88,7.51,2.03,0.35,114,Europe and Central Asia
,2010,70,74,4.8,29.4,26.5,55.4,25.1,10.5,6.8,9.88,7.51,2.03,0.35,131,Europe and Central Asia
,2010,75,+,12.9,39.2,31.4,43.1,14.8,4.8,3.1,8.16,6.65,1.35,0.16,237,Europe and Central Asia
,2010,25,+,2.9,11.9,10.3,66.8,44.9,18.3,12.1,11.04,6.68,3.75,0.61,1761,Europe and Central Asia
,2010,15,+,2.7,11.1,9.6,68.4,43.0,17.8,10.9,10.96,6.59,3.80,0.57,2030,Europe and Central Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Czech Republic,1950,15,19,0.1,99.5,72.2,0.4,0.0,0.0,0.0,7.77,7.76,0.01,0.00,313,Europe and Central Asia
,1950,20,24,0.5,77.5,52.3,19.9,9.4,2.1,0.7,8.55,7.82,0.67,0.06,349,Europe and Central Asia
,1950,25,29,0.5,82.2,52.9,16.3,6.2,1.0,0.5,8.16,7.64,0.49,0.03,380,Europe and Central Asia
,1950,30,34,0.5,82.2,53.5,16.3,5.6,1.0,0.6,8.17,7.66,0.48,0.03,217,Europe and Central Asia
,1950,35,39,0.8,88.2,55.1,10.5,3.5,0.5,0.3,7.75,7.44,0.30,0.02,372,Europe and Central Asia
,1950,40,44,0.8,88.2,54.8,10.5,2.6,0.5,0.3,7.72,7.42,0.28,0.02,370,Europe and Central Asia
,1950,45,49,1.2,90.7,55.0,7.8,1.9,0.3,0.2,7.50,7.29,0.21,0.01,347,Europe and Central Asia
,1950,50,54,1.2,90.7,55.6,7.8,1.8,0.3,0.2,7.53,7.31,0.20,0.01,305,Europe and Central Asia
,1950,55,59,1.9,93.9,56.1,4.1,0.9,0.1,0.1,7.24,7.13,0.10,0.00,246,Europe and Central Asia
,1950,60,64,1.9,94.3,56.3,3.7,0.8,0.1,0.1,7.22,7.12,0.09,0.00,208,Europe and Central Asia
,1950,65,69,1.9,94.6,51.7,3.4,0.7,0.1,0.0,6.98,6.90,0.08,0.00,167,Europe and Central Asia
,1950,70,74,1.9,94.6,51.6,3.4,0.6,0.1,0.0,6.98,6.89,0.08,0.00,124,Europe and Central Asia
,1950,75,+,1.9,94.6,51.6,3.4,0.6,0.1,0.0,6.98,6.89,0.08,0.00,130,Europe and Central Asia
,1950,25,+,1.2,89.4,54.5,9.0,2.4,0.4,0.2,7.58,7.32,0.25,0.01,2866,Europe and Central Asia
,1950,15,+,1.0,89.1,55.8,9.3,2.5,0.6,0.3,7.69,7.41,0.26,0.02,3528,Europe and Central Asia
,,,,,,,,,,,,,,,,
,1955,15,19,0.1,90.9,66.7,9.0,0.7,0.0,0.0,8.10,7.90,0.20,0.00,274,Europe and Central Asia
,1955,20,24,0.5,77.5,52.9,19.9,9.4,2.1,0.7,8.57,7.85,0.67,0.06,314,Europe and Central Asia
,1955,25,29,0.5,77.5,50.4,19.9,9.4,2.1,1.1,8.47,7.74,0.67,0.06,349,Europe and Central Asia
,1955,30,34,0.5,82.2,54.1,16.3,6.2,1.0,0.5,8.21,7.69,0.49,0.03,380,Europe and Central Asia
,1955,35,39,0.5,82.2,51.9,16.3,5.6,1.0,0.6,8.10,7.59,0.48,0.03,217,Europe and Central Asia
,1955,40,44,0.8,88.2,55.4,10.5,3.5,0.5,0.3,7.77,7.45,0.30,0.02,368,Europe and Central Asia
,1955,45,49,0.8,88.2,54.1,10.5,2.6,0.5,0.3,7.69,7.39,0.28,0.02,363,Europe and Central Asia
,1955,50,54,1.2,90.7,56.2,7.8,1.9,0.3,0.2,7.56,7.34,0.21,0.01,337,Europe and Central Asia
,1955,55,59,1.2,90.7,54.8,7.8,1.8,0.3,0.2,7.49,7.28,0.20,0.01,290,Europe and Central Asia
,1955,60,64,1.9,93.9,56.7,4.1,0.9,0.1,0.1,7.26,7.16,0.10,0.00,225,Europe and Central Asia
,1955,65,69,1.9,94.3,52.1,3.7,0.8,0.1,0.0,7.03,6.93,0.09,0.00,177,Europe and Central Asia
,1955,70,74,1.9,94.3,52.0,3.7,0.7,0.1,0.0,7.02,6.93,0.09,0.00,127,Europe and Central Asia
,1955,75,+,1.9,94.3,52.0,3.7,0.7,0.1,0.0,7.02,6.93,0.09,0.00,144,Europe and Central Asia
,1955,25,+,1.0,87.6,54.0,10.7,3.2,0.7,0.3,7.72,7.39,0.30,0.02,2977,Europe and Central Asia
,1955,15,+,0.9,87.0,54.9,11.4,3.4,0.7,0.4,7.82,7.47,0.32,0.02,3565,Europe and Central Asia
,,,,,,,,,,,,,,,,
,1960,15,19,0.2,82.7,61.8,17.0,1.3,0.0,0.0,8.40,8.03,0.37,0.00,351,Europe and Central Asia
,1960,20,24,0.4,69.3,48.1,29.1,13.8,1.2,0.4,8.95,8.01,0.91,0.03,274,Europe and Central Asia
,1960,25,29,0.5,77.5,51.4,19.9,9.4,2.1,1.1,8.51,7.78,0.67,0.06,314,Europe and Central Asia
,1960,30,34,0.5,77.5,51.9,19.9,9.4,2.1,1.1,8.54,7.80,0.67,0.06,349,Europe and Central Asia
,1960,35,39,0.5,82.3,52.9,16.3,6.2,1.0,0.5,8.16,7.64,0.49,0.03,379,Europe and Central Asia
,1960,40,44,0.5,82.3,52.6,16.3,5.6,1.0,0.6,8.14,7.63,0.48,0.03,215,Europe and Central Asia
,1960,45,49,0.8,88.1,55.0,10.5,3.5,0.5,0.3,7.74,7.43,0.30,0.02,363,Europe and Central Asia
,1960,50,54,0.8,88.1,55.6,10.5,2.6,0.5,0.3,7.75,7.46,0.28,0.02,354,Europe and Central Asia
,1960,55,59,1.2,90.8,55.9,7.8,1.9,0.3,0.2,7.55,7.33,0.21,0.01,322,Europe and Central Asia
,1960,60,64,1.2,90.8,55.9,7.8,1.8,0.3,0.2,7.54,7.33,0.20,0.01,268,Europe and Central Asia
,1960,65,69,1.9,93.8,52.8,4.1,0.9,0.1,0.1,7.08,6.97,0.10,0.00,196,Europe and Central Asia
,1960,70,74,1.9,93.8,52.7,4.1,0.9,0.1,0.1,7.08,6.97,0.10,0.00,138,Europe and Central Asia
,1960,75,+,1.9,93.8,52.7,4.1,0.9,0.1,0.1,7.08,6.97,0.10,0.00,157,Europe and Central Asia
,1960,25,+,0.9,86.0,53.8,12.1,5.2,0.9,0.5,7.87,7.46,0.38,0.03,3055,Europe and Central Asia
,1960,15,+,0.8,84.5,54.3,13.9,4.3,0.8,0.4,7.98,7.57,0.39,0.02,3680,Europe and Central Asia
,,,,,,,,,,,,,,,,
,1965,15,19,1.0,79.2,61.5,19.2,1.9,0.6,0.1,8.57,8.11,0.45,0.01,432,Europe and Central Asia
,1965,20,24,0.3,49.6,35.8,44.3,26.6,5.8,1.9,10.16,8.35,1.65,0.15,350,Europe and Central Asia
,1965,25,29,0.4,58.7,40.5,37.3,20.5,3.7,2.0,9.56,8.15,1.30,0.11,274,Europe and Central Asia
,1965,30,34,0.5,71.0,49.4,26.2,12.5,2.4,1.3,8.93,7.99,0.87,0.07,313,Europe and Central Asia
,1965,35,39,0.5,71.0,47.5,26.2,12.2,2.4,1.3,8.83,7.90,0.86,0.07,348,Europe and Central Asia
,1965,40,44,0.5,76.7,51.0,21.7,8.3,1.2,0.6,8.49,7.80,0.65,0.04,375,Europe and Central Asia
,1965,45,49,0.5,76.7,49.8,21.7,7.4,1.2,0.7,8.42,7.75,0.63,0.04,212,Europe and Central Asia
,1965,50,54,0.7,84.2,55.3,14.5,4.8,0.6,0.3,8.06,7.64,0.41,0.02,354,Europe and Central Asia
,1965,55,59,1.0,87.8,56.2,10.9,2.7,0.4,0.2,7.79,7.49,0.29,0.01,339,Europe and Central Asia
,1965,60,64,1.2,88.9,56.9,9.6,2.4,0.3,0.2,7.72,7.46,0.25,0.01,299,Europe and Central Asia
,1965,65,69,1.2,89.4,52.4,9.1,2.2,0.3,0.2,7.47,7.23,0.24,0.01,234,Europe and Central Asia
,1965,70,74,1.5,90.7,53.0,7.6,1.7,0.2,0.1,7.37,7.17,0.19,0.01,154,Europe and Central Asia
,1965,75,+,1.5,90.7,53.0,7.6,1.6,0.2,0.1,7.37,7.17,0.19,0.01,174,Europe and Central Asia
,1965,25,+,0.8,79.6,51.6,18.4,6.5,1.2,0.7,8.26,7.67,0.55,0.04,3076,Europe and Central Asia
,1965,15,+,0.8,76.8,51.5,20.9,7.2,1.6,0.7,8.46,7.79,0.62,0.05,3858,Europe and Central Asia
,,,,,,,,,,,,,,,,
,1970,15,19,0.2,86.6,69.0,13.2,1.6,0.0,0.0,8.49,8.19,0.30,0.00,406,Europe and Central Asia
,1970,20,24,0.2,36.9,27.4,61.3,44.6,1.6,0.5,10.78,8.55,2.18,0.04,430,Europe and Central Asia
,1970,25,29,0.3,49.6,35.1,44.3,28.4,5.8,3.1,10.18,8.32,1.68,0.18,353,Europe and Central Asia
,1970,30,34,0.3,49.6,35.4,44.3,25.4,5.8,3.1,10.14,8.34,1.63,0.18,280,Europe and Central Asia
,1970,35,39,0.5,65.4,44.9,31.5,15.0,2.6,1.4,9.15,8.03,1.03,0.08,296,Europe and Central Asia
,1970,40,44,0.5,65.4,44.6,31.5,14.7,2.6,1.4,9.13,8.02,1.03,0.08,331,Europe and Central Asia
,1970,45,49,0.4,71.9,47.9,26.4,10.1,1.3,0.7,8.71,7.88,0.78,0.04,359,Europe and Central Asia
,1970,50,54,0.4,71.9,48.4,26.4,9.0,1.3,0.7,8.71,7.91,0.76,0.04,216,Europe and Central Asia
,1970,55,59,0.6,80.8,53.0,17.9,5.9,0.7,0.4,8.22,7.70,0.50,0.02,319,Europe and Central Asia
,1970,60,64,1.1,87.3,57.3,11.2,2.8,0.3,0.2,7.84,7.54,0.29,0.01,326,Europe and Central Asia
,1970,65,69,1.1,87.3,52.4,11.2,2.8,0.3,0.2,7.62,7.32,0.29,0.01,276,Europe and Central Asia
,1970,70,74,1.1,87.3,52.3,11.2,2.6,0.3,0.2,7.61,7.32,0.29,0.01,215,Europe and Central Asia
,1970,75,+,1.1,87.3,52.4,11.2,2.5,0.3,0.2,7.61,7.32,0.29,0.01,235,Europe and Central Asia
,1970,25,+,0.7,71.6,47.4,25.6,10.0,2.1,1.1,8.71,7.85,0.80,0.06,3206,Europe and Central Asia
,1970,15,+,0.6,69.9,47.8,27.8,11.1,1.8,0.8,8.86,7.95,0.85,0.05,4042,Europe and Central Asia
,,,,,,,,,,,,,,,,
,1975,15,19,0.3,80.5,64.9,19.0,2.3,0.2,0.0,8.71,8.27,0.43,0.00,341,Europe and Central Asia
,1975,20,24,0.3,30.1,22.6,61.8,45.1,7.8,2.6,11.29,8.63,2.45,0.21,406,Europe and Central Asia
,1975,25,29,0.3,33.3,23.8,61.6,46.0,5.0,2.6,11.05,8.55,2.35,0.15,430,Europe and Central Asia
,1975,30,34,0.3,47.3,34.2,46.4,30.3,6.1,3.2,10.34,8.38,1.78,0.19,353,Europe and Central Asia
,1975,35,39,0.3,47.3,32.8,46.4,26.9,6.1,3.2,10.22,8.32,1.71,0.19,280,Europe and Central Asia
,1975,40,44,0.5,64.2,44.3,32.7,15.7,2.7,1.4,9.22,8.06,1.07,0.08,294,Europe and Central Asia
,1975,45,49,0.5,64.2,43.2,32.7,15.2,2.7,1.4,9.17,8.02,1.07,0.08,326,Europe and Central Asia
,1975,50,54,0.5,72.7,49.5,25.6,9.8,1.3,0.7,8.72,7.92,0.76,0.04,351,Europe and Central Asia
,1975,55,59,0.5,72.7,48.3,25.6,8.7,1.3,0.7,8.64,7.86,0.74,0.04,207,Europe and Central Asia
,1975,60,64,0.9,83.3,55.3,15.2,5.0,0.7,0.4,8.11,7.66,0.43,0.02,296,Europe and Central Asia
,1975,65,69,1.1,86.9,52.8,11.6,2.9,0.4,0.2,7.69,7.37,0.31,0.01,285,Europe and Central Asia
,1975,70,74,1.1,86.4,52.4,12.0,3.0,0.5,0.2,7.70,7.37,0.32,0.01,218,Europe and Central Asia
,1975,75,+,1.1,86.4,52.4,12.0,2.8,0.5,0.2,7.70,7.37,0.31,0.01,266,Europe and Central Asia
,1975,25,+,0.6,65.3,43.8,31.5,14.3,2.7,1.4,9.09,7.98,1.02,0.08,3306,Europe and Central Asia
,1975,15,+,0.5,63.0,43.5,33.5,15.1,3.0,1.4,9.25,8.07,1.09,0.09,4053,Europe and Central Asia
,,,,,,,,,,,,,,,,
,1980,15,19,0.2,74.6,61.8,25.1,3.3,0.0,0.0,8.96,8.39,0.57,0.00,336,Europe and Central Asia
,1980,20,24,0.3,22.6,17.4,75.0,61.3,2.2,0.7,11.62,8.75,2.81,0.06,342,Europe and Central Asia
,1980,25,29,0.3,30.1,22.1,61.7,45.6,7.8,4.1,11.30,8.60,2.46,0.24,408,Europe and Central Asia
,1980,30,34,0.3,30.1,22.3,61.7,46.7,7.8,4.1,11.33,8.61,2.48,0.24,425,Europe and Central Asia
,1980,35,39,0.3,45.3,32.3,48.1,31.7,6.3,3.4,10.43,8.39,1.85,0.19,347,Europe and Central Asia
,1980,40,44,0.3,45.3,32.1,48.1,28.1,6.3,3.4,10.35,8.38,1.78,0.19,276,Europe and Central Asia
,1980,45,49,0.4,63.1,43.7,33.8,16.2,2.7,1.5,9.28,8.09,1.11,0.08,290,Europe and Central Asia
,1980,50,54,0.4,63.1,44.1,33.8,15.7,2.7,1.5,9.29,8.11,1.10,0.08,320,Europe and Central Asia
,1980,55,59,0.5,73.3,50.0,24.9,9.5,1.3,0.7,8.69,7.90,0.74,0.04,339,Europe and Central Asia
,1980,60,64,0.5,73.3,50.0,24.9,9.2,1.3,0.7,8.68,7.90,0.73,0.04,196,Europe and Central Asia
,1980,65,69,1.1,85.3,53.2,12.9,3.6,0.6,0.3,7.82,7.45,0.35,0.02,277,Europe and Central Asia
,1980,70,74,1.1,85.3,53.1,12.9,3.6,0.6,0.3,7.81,7.44,0.35,0.02,252,Europe and Central Asia
,1980,75,+,1.1,85.3,53.1,12.9,3.4,0.6,0.3,7.81,7.44,0.35,0.02,313,Europe and Central Asia
,1980,25,+,0.5,58.3,40.1,37.2,18.7,4.0,2.1,9.54,8.14,1.28,0.12,3443,Europe and Central Asia
,1980,15,+,0.5,57.2,40.4,38.9,19.4,3.4,1.6,9.60,8.20,1.30,0.10,4121,Europe and Central Asia
,,,,,,,,,,,,,,,,
,1985,15,19,2.6,82.3,69.4,15.1,2.2,0.0,0.0,8.54,8.19,0.35,0.00,336,Europe and Central Asia
,1985,20,24,0.3,15.4,12.1,73.0,64.4,11.3,3.7,12.32,8.82,3.20,0.30,336,Europe and Central Asia
,1985,25,29,0.3,18.7,14.0,73.9,60.4,7.1,3.7,11.95,8.76,2.97,0.22,342,Europe and Central Asia
,1985,30,34,0.3,27.9,21.1,64.0,47.3,7.8,4.1,11.44,8.67,2.54,0.24,408,Europe and Central Asia
,1985,35,39,0.3,27.9,20.3,64.0,48.4,7.8,4.1,11.43,8.63,2.56,0.24,425,Europe and Central Asia
,1985,40,44,0.3,41.6,30.1,51.5,34.0,6.5,3.5,10.62,8.45,1.97,0.20,345,Europe and Central Asia
,1985,45,49,0.3,41.6,29.4,51.5,30.1,6.5,3.5,10.52,8.42,1.89,0.20,273,Europe and Central Asia
,1985,50,54,0.5,57.8,41.2,38.3,18.3,3.4,1.8,9.58,8.21,1.27,0.10,284,Europe and Central Asia
,1985,55,59,0.5,57.8,40.2,38.3,17.8,3.4,1.8,9.53,8.17,1.26,0.10,308,Europe and Central Asia
,1985,60,64,0.6,70.0,48.6,27.9,10.7,1.5,0.8,8.87,7.99,0.83,0.05,317,Europe and Central Asia
,1985,65,69,0.6,71.1,45.2,26.9,9.7,1.5,0.8,8.62,7.78,0.79,0.05,173,Europe and Central Asia
,1985,70,74,0.8,76.1,48.3,21.9,7.5,1.2,0.7,8.34,7.67,0.63,0.04,221,Europe and Central Asia
,1985,75,+,0.8,76.1,48.3,21.9,7.1,1.2,0.6,8.33,7.67,0.63,0.04,334,Europe and Central Asia
,1985,25,+,0.5,48.5,34.1,46.3,26.1,4.8,2.5,10.10,8.31,1.64,0.15,3430,Europe and Central Asia
,1985,15,+,0.6,48.6,35.1,45.9,25.5,4.9,2.4,10.11,8.34,1.63,0.15,4102,Europe and Central Asia
,,,,,,,,,,,,,,,,
,1990,15,19,0.3,66.1,56.8,33.4,4.9,0.0,0.0,9.30,8.54,0.77,0.00,410,Europe and Central Asia
,1990,20,24,0.3,9.3,7.4,87.5,79.5,2.9,1.0,12.42,8.89,3.46,0.08,334,Europe and Central Asia
,1990,25,29,0.3,15.4,11.7,73.0,66.4,11.3,5.9,12.39,8.81,3.24,0.34,334,Europe and Central Asia
,1990,30,34,0.3,15.4,11.9,73.0,60.0,11.3,5.9,12.27,8.81,3.11,0.34,347,Europe and Central Asia
,1990,35,39,0.3,26.0,19.2,66.0,54.2,7.8,4.1,11.62,8.67,2.71,0.24,405,Europe and Central Asia
,1990,40,44,0.3,26.0,19.1,66.0,49.1,7.8,4.1,11.51,8.66,2.61,0.24,414,Europe and Central Asia
,1990,45,49,0.3,38.5,27.7,54.4,40.5,6.8,3.6,10.86,8.48,2.17,0.21,336,Europe and Central Asia
,1990,50,54,0.3,38.5,28.0,54.4,28.3,6.8,3.6,10.63,8.50,1.93,0.21,263,Europe and Central Asia
,1990,55,59,0.5,53.3,37.7,42.2,22.0,4.0,2.1,9.82,8.25,1.44,0.12,278,Europe and Central Asia
,1990,60,64,0.5,53.3,37.7,42.2,22.0,4.0,2.1,9.82,8.25,1.44,0.12,293,Europe and Central Asia
,1990,65,69,0.6,67.1,43.5,30.5,11.7,1.7,0.9,8.85,7.88,0.91,0.05,292,Europe and Central Asia
,1990,70,74,0.6,67.1,43.4,30.5,11.1,1.7,1.0,8.83,7.87,0.90,0.05,149,Europe and Central Asia
,1990,75,+,0.6,67.1,43.4,30.5,10.4,1.7,0.9,8.82,7.88,0.89,0.05,364,Europe and Central Asia
,1990,25,+,0.4,41.3,29.5,52.3,33.2,6.1,3.2,10.57,8.43,1.95,0.19,3475,Europe and Central Asia
,1990,15,+,0.4,41.2,30.3,53.1,32.4,5.3,2.5,10.55,8.47,1.92,0.16,4219,Europe and Central Asia
,,,,,,,,,,,,,,,,
,1995,15,19,0.1,28.8,25.6,70.8,10.6,0.3,0.0,10.49,8.85,1.64,0.01,425,Europe and Central Asia
,1995,20,24,0.3,0.1,0.1,86.8,80.4,12.7,4.2,13.16,8.97,3.85,0.34,412,Europe and Central Asia
,1995,25,29,0.3,4.4,3.4,86.8,79.4,8.5,4.4,12.85,8.93,3.66,0.26,335,Europe and Central Asia
,1995,30,34,0.4,7.2,5.7,79.7,70.4,12.8,6.6,12.80,8.90,3.51,0.39,333,Europe and Central Asia
,1995,35,39,0.4,7.2,5.5,80.2,65.6,12.3,6.4,12.67,8.89,3.40,0.37,346,Europe and Central Asia
,1995,40,44,0.4,12.1,9.2,78.5,58.0,9.1,4.8,12.20,8.83,3.09,0.28,403,Europe and Central Asia
